"","scientificName","code","title","timing","scope","severity","score","invasive"
"260","Fulica cristata","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"261","Fulica cristata","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"262","Fulica cristata","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"263","Fulica cristata","7.2.4","Abstraction of surface water (unknown use)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"264","Fulica cristata","8.1","Invasive non-native/alien species/diseases (Clostridium botulinum)","Future","Minority (<50%)","Rapid Declines","Low Impact: 4","Clostridium botulinum"
"265","Fulica cristata","8.1","Invasive non-native/alien species/diseases (Procambarus clarkii)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Procambarus clarkii"
"266","Fulica cristata","8.1","Invasive non-native/alien species/diseases (Unspecified CYPRINIDAE)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified CYPRINIDAE"
"267","Fulica cristata","8.1.2","Named species (Clostridium botulinum)","Future","Minority (<50%)","Rapid Declines","Low Impact: 4","Clostridium botulinum"
"268","Fulica cristata","8.1.2","Named species (Procambarus clarkii)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Procambarus clarkii"
"269","Fulica cristata","8.1.2","Named species (Unspecified CYPRINIDAE)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified CYPRINIDAE"
"270","Fulica cristata","9.1","Domestic & urban waste water","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"271","Fulica cristata","9.1.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"272","Fulica cristata","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"273","Fulica cristata","9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"274","Fulica cristata","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"275","Fulica cristata","9.3.2","Soil erosion, sedimentation","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"276","Fulica cristata","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"277","Fulica cristata","9.3.4","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"278","Turnix sylvaticus",NA,NA,NA,NA,NA,NA,NA
"279","Ketupa zeylonensis",NA,NA,NA,NA,NA,NA,NA
"280","Melanocorypha yeltoniensis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"281","Melanocorypha yeltoniensis","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"282","Melanocorypha yeltoniensis","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"283","Melanocorypha yeltoniensis","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"284","Casuarius bennetti","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"285","Casuarius bennetti","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"286","Casuarius bennetti","4.1","Roads & railroads","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"287","Casuarius bennetti","4.4","Flight paths","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"288","Casuarius bennetti","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"289","Casuarius bennetti","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"290","Casuarius bennetti","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"291","Casuarius bennetti","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"292","Casuarius bennetti","8.1","Invasive non-native/alien species/diseases (Canis familiaris)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Canis familiaris"
"293","Casuarius bennetti","8.1","Invasive non-native/alien species/diseases (Sus domesticus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Sus domesticus"
"294","Casuarius bennetti","8.1.2","Named species (Canis familiaris)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Canis familiaris"
"295","Casuarius bennetti","8.1.2","Named species (Sus domesticus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Sus domesticus"
"296","Nothocercus julius",NA,NA,NA,NA,NA,NA,NA
"297","Crypturellus berlepschi",NA,NA,NA,NA,NA,NA,NA
"298","Crypturellus cinereus",NA,NA,NA,NA,NA,NA,NA
"299","Crypturellus undulatus",NA,NA,NA,NA,NA,NA,NA
"300","Crypturellus strigulosus",NA,NA,NA,NA,NA,NA,NA
"301","Crypturellus variegatus",NA,NA,NA,NA,NA,NA,NA
"302","Crypturellus brevirostris",NA,NA,NA,NA,NA,NA,NA
"303","Crypturellus bartletti",NA,NA,NA,NA,NA,NA,NA
"304","Nothoprocta ornata",NA,NA,NA,NA,NA,NA,NA
"305","Nothoprocta pentlandii",NA,NA,NA,NA,NA,NA,NA
"306","Nothoprocta cinerascens",NA,NA,NA,NA,NA,NA,NA
"307","Nothoprocta curvirostris",NA,NA,NA,NA,NA,NA,NA
"308","Nothura darwinii",NA,NA,NA,NA,NA,NA,NA
"309","Nothura boraquira",NA,NA,NA,NA,NA,NA,NA
"310","Eudromia elegans",NA,NA,NA,NA,NA,NA,NA
"311","Eudromia formosa",NA,NA,NA,NA,NA,NA,NA
"312","Tinamotis pentlandii",NA,NA,NA,NA,NA,NA,NA
"313","Tinamotis ingoufi",NA,NA,NA,NA,NA,NA,NA
"314","Ortalis garrula",NA,NA,NA,NA,NA,NA,NA
"315","Ortalis canicollis",NA,NA,NA,NA,NA,NA,NA
"316","Ortalis motmot",NA,NA,NA,NA,NA,NA,NA
"317","Ortalis superciliaris","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"318","Ortalis superciliaris","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"319","Ortalis superciliaris","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"320","Ortalis superciliaris","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"321","Ortalis superciliaris","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"322","Ortalis superciliaris","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"323","Penelope montagnii",NA,NA,NA,NA,NA,NA,NA
"324","Penelope marail",NA,NA,NA,NA,NA,NA,NA
"325","Penelope dabbenei",NA,NA,NA,NA,NA,NA,NA
"326","Penelope jacquacu",NA,NA,NA,NA,NA,NA,NA
"327","Penelope obscura",NA,NA,NA,NA,NA,NA,NA
"328","Chamaepetes goudotii",NA,NA,NA,NA,NA,NA,NA
"329","Nothocrax urumutum",NA,NA,NA,NA,NA,NA,NA
"330","Mitu salvini",NA,NA,NA,NA,NA,NA,NA
"331","Aepypodius arfakianus",NA,NA,NA,NA,NA,NA,NA
"332","Talegalla fuscirostris",NA,NA,NA,NA,NA,NA,NA
"333","Talegalla jobiensis",NA,NA,NA,NA,NA,NA,NA
"334","Megapodius decollatus",NA,NA,NA,NA,NA,NA,NA
"335","Megapodius layardi","11.3","Temperature extremes","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"336","Megapodius layardi","11.4","Storms & flooding","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"337","Megapodius layardi","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"338","Megapodius layardi","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"339","Megapodius layardi","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"340","Megapodius layardi","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"341","Megapodius layardi","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"342","Megapodius layardi","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"343","Megapodius layardi","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"344","Megapodius layardi","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"345","Megapodius layardi","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"346","Lerwa lerwa",NA,NA,NA,NA,NA,NA,NA
"347","Ammoperdix heyi",NA,NA,NA,NA,NA,NA,NA
"348","Tetraogallus tibetanus",NA,NA,NA,NA,NA,NA,NA
"349","Tetraogallus altaicus",NA,NA,NA,NA,NA,NA,NA
"350","Tetraophasis obscurus",NA,NA,NA,NA,NA,NA,NA
"351","Tetraophasis szechenyii",NA,NA,NA,NA,NA,NA,NA
"352","Alectoris philbyi","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines",NA,NA
"353","Alectoris philbyi","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines",NA,NA
"354","Alectoris magna",NA,NA,NA,NA,NA,NA,NA
"355","Alectoris melanocephala",NA,NA,NA,NA,NA,NA,NA
"356","Francolinus pictus",NA,NA,NA,NA,NA,NA,NA
"357","Francolinus pintadeanus",NA,NA,NA,NA,NA,NA,NA
"358","Ortygornis gularis","2.1","Annual & perennial non-timber crops","Ongoing",NA,NA,"Low Impact: 3",NA
"359","Ortygornis gularis","2.1.2","Small-holder farming","Ongoing",NA,NA,"Low Impact: 3",NA
"360","Ortygornis gularis","2.2","Wood & pulp plantations","Ongoing",NA,NA,"Low Impact: 3",NA
"361","Ortygornis gularis","2.2.2","Agro-industry plantations","Ongoing",NA,NA,"Low Impact: 3",NA
"362","Ortygornis gularis","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"363","Ortygornis gularis","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"364","Ortygornis gularis","5.2","Gathering terrestrial plants","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"365","Ortygornis gularis","5.2.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"366","Ortygornis gularis","7.1","Fire & fire suppression","Ongoing",NA,NA,"Low Impact: 3",NA
"367","Ortygornis gularis","7.1.1","Increase in fire frequency/intensity","Ongoing",NA,NA,"Low Impact: 3",NA
"368","Ortygornis gularis","7.2","Dams & water management/use","Ongoing",NA,NA,"Low Impact: 3",NA
"369","Ortygornis gularis","7.2.3","Abstraction of surface water (agricultural use)","Ongoing",NA,NA,"Low Impact: 3",NA
"370","Campocolinus albogularis",NA,NA,NA,NA,NA,NA,NA
"371","Campocolinus schlegelii",NA,NA,NA,NA,NA,NA,NA
"372","Peliperdix lathami",NA,NA,NA,NA,NA,NA,NA
"373","Ortygornis sephaena",NA,NA,NA,NA,NA,NA,NA
"374","Scleroptila streptophora","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"375","Scleroptila streptophora","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"376","Scleroptila streptophora","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"377","Scleroptila streptophora","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"378","Scleroptila streptophora","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"379","Scleroptila streptophora","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"380","Scleroptila finschi",NA,NA,NA,NA,NA,NA,NA
"381","Scleroptila afra","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA
"382","Scleroptila levaillantii",NA,NA,NA,NA,NA,NA,NA
"383","Scleroptila gutturalis",NA,NA,NA,NA,NA,NA,NA
"384","Pternistis hartlaubi","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Rapid Declines",NA,NA
"385","Pternistis bicalcaratus",NA,NA,NA,NA,NA,NA,NA
"386","Pternistis clappertoni",NA,NA,NA,NA,NA,NA,NA
"387","Pternistis icterorhynchus",NA,NA,NA,NA,NA,NA,NA
"388","Pternistis adspersus",NA,NA,NA,NA,NA,NA,NA
"389","Pternistis natalensis",NA,NA,NA,NA,NA,NA,NA
"390","Pternistis ahantensis",NA,NA,NA,NA,NA,NA,NA
"391","Pternistis squamatus",NA,NA,NA,NA,NA,NA,NA
"392","Pternistis griseostriatus","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"393","Pternistis griseostriatus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"394","Pternistis griseostriatus","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"395","Pternistis griseostriatus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"396","Pternistis griseostriatus","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"397","Pternistis griseostriatus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"398","Pternistis griseostriatus","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"399","Pternistis leucoscepus",NA,NA,NA,NA,NA,NA,NA
"400","Pternistis rufopictus",NA,NA,NA,NA,NA,NA,NA
"401","Pternistis swainsonii",NA,NA,NA,NA,NA,NA,NA
"402","Perdix dauurica",NA,NA,NA,NA,NA,NA,NA
"403","Perdix hodgsoniae",NA,NA,NA,NA,NA,NA,NA
"404","Coturnix pectoralis",NA,NA,NA,NA,NA,NA,NA
"405","Coturnix coromandelica",NA,NA,NA,NA,NA,NA,NA
"406","Coturnix delegorguei",NA,NA,NA,NA,NA,NA,NA
"407","Synoicus ypsilophorus",NA,NA,NA,NA,NA,NA,NA
"408","Synoicus adansonii",NA,NA,NA,NA,NA,NA,NA
"409","Synoicus chinensis",NA,NA,NA,NA,NA,NA,NA
"410","Perdicula argoondah",NA,NA,NA,NA,NA,NA,NA
"411","Perdicula erythrorhyncha",NA,NA,NA,NA,NA,NA,NA
"412","Arborophila rufogularis",NA,NA,NA,NA,NA,NA,NA
"413","Arborophila crudigularis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"414","Arborophila crudigularis","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"415","Arborophila crudigularis","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"416","Arborophila crudigularis","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"417","Arborophila crudigularis","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"418","Arborophila crudigularis","9.3.4","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"419","Arborophila brunneopectus",NA,NA,NA,NA,NA,NA,NA
"420","Arborophila rufipectus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"421","Arborophila rufipectus","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"422","Arborophila rufipectus","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"423","Arborophila rufipectus","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"424","Arborophila rufipectus","5.2","Gathering terrestrial plants","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"425","Arborophila rufipectus","5.2.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"426","Arborophila rufipectus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"427","Arborophila rufipectus","5.3","Logging & wood harvesting","Past, Unlikely to Return","Majority (50-90%)","Rapid Declines","Past Impact",NA
"428","Arborophila rufipectus","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"429","Arborophila rufipectus","5.3.4","Unintentional effects: (large scale) [harvest]","Past, Unlikely to Return","Majority (50-90%)","Rapid Declines","Past Impact",NA
"430","Arborophila rufipectus","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"431","Arborophila rufipectus","7.2.10","Large dams","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
